rider_name,year,Number_of_participated_one_day_races,Number_of_participated_multi_day_races,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,age,career year,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,in_top20_next_year
darwin-atapuma,2012,13,73,0.058823529,0.117647059,0.117647059,0.117647059,0.018779343,0.079812207,0.107981221,0.225352113,0,0,0,0,0.01369863,0.095890411,0.123287671,0.232876712,634,310,82,197,24,4,,0.006849315,,,,0.014611872,0.00608828,-0.039117199,0
darwin-atapuma,2013,11,77,0.035714286,0.071428571,0.071428571,0.071428571,0.017241379,0.072413793,0.103448276,0.220689655,0,0,0,0,0.012987013,0.051948052,0.090909091,0.207792208,310,153,197,357,25,5,0,0.006493506,0,0,0,0.013474026,0.020454545,0.041396104,0
darwin-atapuma,2015,4,95,0.027777778,0.055555556,0.055555556,0.055555556,0.013953488,0.053488372,0.079069767,0.174418605,0,0,0,0,0.010526316,0.010526316,0.010526316,0.073684211,543,172,99,354,27,7,0,-0.001230349,0,0,0,-0.020710868,-0.040191388,-0.067053999,0
darwin-atapuma,2016,7,92,0.023255814,0.046511628,0.046511628,0.046511628,0.013409962,0.061302682,0.090038314,0.174329502,0,0,0,0,0.010869565,0.097826087,0.141304348,0.173913043,172,63,354,665,28,8,0,0.005434783,0,0,0,0.037801932,0.037318841,0.042512077,0
darwin-atapuma,2017,6,85,0.020408163,0.040816327,0.06122449,0.06122449,0.011532125,0.054365733,0.080724876,0.154859967,0,0,0.166666667,0.166666667,0,0.011764706,0.023529412,0.035294118,63,222,665,277,29,9,0,-0.005263158,0,0.083333333,0.083333333,0.000619195,0.006501548,-0.019195046,0
daryl-impey,2009,13,25,0.045454545,0.113636364,0.136363636,0.272727273,0.04494382,0.117977528,0.146067416,0.258426966,0,0.153846154,0.153846154,0.230769231,0.08,0.12,0.2,0.32,886,329,47,174,25,7,-0.125,-0.026666667,-0.048076923,-0.048076923,-0.259615385,-0.073333333,-0.033333333,-0.056666667,0
daryl-impey,2012,5,66,0.042253521,0.084507042,0.098591549,0.183098592,0.032163743,0.093567251,0.131578947,0.260233918,0,0,0,0,0.03030303,0.045454545,0.075757576,0.166666667,537,254,102,241,28,10,0,0.015151515,0,0,0,0.022727273,0.025378788,0.020833333,0
daryl-impey,2013,9,79,0.05,0.0875,0.1125,0.1875,0.033254157,0.085510689,0.121140143,0.249406176,0.111111111,0.111111111,0.222222222,0.222222222,0.037974684,0.050632911,0.075949367,0.202531646,254,68,241,607,29,11,0,0.010366652,0,0.055555556,0.055555556,-0.043649062,-0.074094282,-0.131492798,0
daryl-impey,2014,12,59,0.054347826,0.097826087,0.130434783,0.195652174,0.035416667,0.0875,0.127083333,0.25625,0.083333333,0.166666667,0.25,0.25,0.050847458,0.101694915,0.169491525,0.305084746,68,61,607,620,30,12,0.041666667,0.010272214,0.083333333,0.125,0.125,0.028120185,0.046866975,0.06920904,0
daryl-impey,2015,9,72,0.059405941,0.118811881,0.148514851,0.217821782,0.032608696,0.092391304,0.132246377,0.251811594,0.111111111,0.333333333,0.333333333,0.444444444,0.013888889,0.125,0.166666667,0.222222222,61,97,620,502,31,13,0,-0.012042897,0.111111111,0.055555556,0.111111111,0.037183544,0.04535865,0.009845288,0
daryl-impey,2016,12,72,0.061946903,0.115044248,0.14159292,0.212389381,0.028846154,0.086538462,0.125,0.240384615,0.083333333,0.083333333,0.083333333,0.166666667,0,0.041666667,0.069444444,0.152777778,97,203,502,296,32,14,0,-0.025423729,-0.041666667,-0.083333333,-0.041666667,-0.030014124,-0.05002354,-0.076153484,0
daryl-impey,2017,12,58,0.064,0.112,0.136,0.2,0.027859238,0.082111437,0.123167155,0.230205279,0.083333333,0.083333333,0.083333333,0.083333333,0.017241379,0.034482759,0.103448276,0.120689655,203,217,296,279,33,15,-0.013888889,0.001676245,-0.125,-0.125,-0.180555556,-0.045258621,-0.031609195,-0.050766284,0
daryl-impey,2018,14,68,0.071942446,0.122302158,0.143884892,0.215827338,0.029333333,0.088,0.136,0.238666667,0.142857143,0.214285714,0.214285714,0.357142857,0.044117647,0.147058824,0.264705882,0.323529412,217,46,279,927,34,16,0.029761905,0.022058824,0.06547619,0.06547619,0.095238095,0.052696078,0.097630719,0.085375817,0
daryl-impey,2019,13,58,0.078947368,0.131578947,0.151315789,0.217105263,0.034653465,0.096534653,0.143564356,0.242574257,0.153846154,0.230769231,0.230769231,0.230769231,0.103448276,0.206896552,0.24137931,0.293103448,46,44,927,920,35,17,0.03525641,0.043103448,0.073717949,0.073717949,0.073717949,0.086206897,0.068965517,0.086206897,0
daryl-impey,2020,6,45,0.082278481,0.14556962,0.164556962,0.227848101,0.032825322,0.094958968,0.140679953,0.23915592,0.166666667,0.5,0.5,0.5,0,0.066666667,0.088888889,0.177777778,44,98,920,358,36,18,0.011904762,-0.022058824,0.142857143,0.142857143,0.071428571,-0.040196078,-0.087908497,-0.072875817,0
david-arroyo,2007,4,73,0.019230769,0.019230769,0.057692308,0.076923077,0.012345679,0.019753086,0.034567901,0.101234568,0,0,0,0,0,0.01369863,0.02739726,0.109589041,107,103,424,469,27,7,0,0,0,0,0,0.006849315,0.01369863,0.043029815,0
david-arroyo,2008,7,75,0.033898305,0.033898305,0.06779661,0.084745763,0.0125,0.022916667,0.035416667,0.095833333,0.142857143,0.142857143,0.142857143,0.142857143,0.013333333,0.04,0.04,0.066666667,103,113,469,454,28,8,0.071428571,0.006666667,0.071428571,0,-0.071428571,0.013506494,0.007012987,0.000865801,0
david-arroyo,2009,9,78,0.029411765,0.029411765,0.088235294,0.117647059,0.012544803,0.023297491,0.035842294,0.096774194,0,0,0.222222222,0.333333333,0.012820513,0.025641026,0.038461538,0.102564103,113,107,454,455,29,9,0,0.006410256,0,0.111111111,0.166666667,0.005971198,0.005532139,-0.003512469,0
david-arroyo,2010,10,78,0.025641026,0.025641026,0.08974359,0.115384615,0.011006289,0.022012579,0.037735849,0.09591195,0,0,0.1,0.1,0,0.012820513,0.051282051,0.08974359,107,90,455,507,30,10,-0.071428571,-0.006666667,-0.071428571,-0.021428571,-0.021428571,-0.013589744,0.005641026,0.011538462,0
david-arroyo,2011,7,77,0.023529412,0.023529412,0.082352941,0.105882353,0.009817672,0.019635344,0.035063114,0.089761571,0,0,0,0,0,0,0.012987013,0.038961039,90,226,507,267,31,11,0,-0.006410256,0,-0.111111111,-0.166666667,-0.012820513,-0.012737263,-0.031801532,0
david-arroyo,2013,5,58,0.02173913,0.032608696,0.086956522,0.108695652,0.008333333,0.020238095,0.033333333,0.086904762,0,0.2,0.2,0.2,0,0.051724138,0.051724138,0.086206897,667,172,81,328,33,13,0,0,0.1,0.1,0.1,0.025862069,0.019368562,0.023622929,0
david-arroyo,2014,12,76,0.019230769,0.028846154,0.076923077,0.115384615,0.007641921,0.018558952,0.031659389,0.088427948,0,0,0,0.166666667,0,0,0.013157895,0.105263158,172,265,328,227,34,14,0,0,0,0,0.083333333,0,0.006578947,0.023646072,0
david-arroyo,2015,15,70,0.016806723,0.025210084,0.067226891,0.100840336,0.007099391,0.019269777,0.032454361,0.090263692,0,0,0,0,0,0.028571429,0.042857143,0.114285714,265,288,227,224,35,15,0,0,-0.1,-0.1,-0.1,-0.011576355,-0.004433498,0.014039409,0
david-arroyo,2016,11,78,0.015384615,0.023076923,0.061538462,0.092307692,0.006578947,0.020676692,0.034774436,0.094924812,0,0,0,0,0,0.038461538,0.064102564,0.153846154,288,291,224,221,36,16,0,0,0,0,-0.083333333,0.019230769,0.025472335,0.024291498,0
david-de-la-cruz,2012,11,55,0,0,0,0,0.006993007,0.013986014,0.062937063,0.146853147,0,0,0,0,0.018181818,0.036363636,0.145454545,0.290909091,0,340,0,179,23,4,0,0.009090909,0,0,0,0.018181818,0.062088975,0.113539652,0
david-de-la-cruz,2015,8,72,0,0,0,0,0.002915452,0.014577259,0.052478134,0.10787172,0,0,0,0,0,0,0.055555556,0.069444444,509,421,111,149,26,7,0,0,0,0,0,0,0.019581056,0.010132058,0
david-de-la-cruz,2016,10,75,0,0,0,0,0.004784689,0.016746411,0.055023923,0.102870813,0,0,0,0,0.013333333,0.026666667,0.066666667,0.08,421,143,149,387,27,8,0,0.006666667,0,0,0,-0.009054726,0.003482587,-0.019701493,0
david-de-la-cruz,2017,3,79,0,0,0,0,0.00804829,0.026156942,0.070422535,0.134808853,0,0,0,0,0.025316456,0.075949367,0.151898734,0.303797468,143,79,387,615,28,9,0,0.012658228,0,0,0,0.037974684,0.048171589,0.117176512,0
david-de-la-cruz,2018,5,95,0,0,0,0,0.010135135,0.032094595,0.074324324,0.143581081,0,0,0,0,0.021052632,0.063157895,0.094736842,0.189473684,79,93,615,559,29,10,0,0.003859649,0,0,0,0.018245614,0.014035088,0.054736842,0
david-de-la-cruz,2019,4,76,0,0,0,0,0.008982036,0.02994012,0.070359281,0.140718563,0,0,0,0,0,0.013157895,0.039473684,0.118421053,93,240,559,270,30,11,0,-0.012658228,0,0,0,-0.031395736,-0.056212525,-0.092688208,0
david-de-la-cruz,2020,2,71,0,0,0,0,0.00947226,0.029769959,0.067658999,0.140730717,0,0,0,0,0.014084507,0.028169014,0.042253521,0.14084507,240,93,270,365,31,12,0,-0.003484062,0,0,0,-0.01749444,-0.02624166,-0.024314307,0
david-de-la-fuente,2007,14,98,0.018518519,0.037037037,0.037037037,0.148148148,0.002702703,0.016216216,0.037837838,0.048648649,0.071428571,0.071428571,0.071428571,0.357142857,0,0.010204082,0.040816327,0.051020408,596,181,94,325,26,8,0.035714286,0,0,0,0.107142857,0.005102041,0.020408163,0.016889514,0
david-de-la-fuente,2008,15,68,0.014492754,0.028985507,0.028985507,0.144927536,0.00456621,0.01826484,0.038812785,0.059360731,0,0,0,0.133333333,0.014705882,0.029411765,0.044117647,0.117647059,181,298,325,204,27,9,0,0.007352941,0,0,0.066666667,0.009803922,0.012254902,0.049019608,0
david-de-la-fuente,2009,13,85,0.024390244,0.048780488,0.048780488,0.158536585,0.003824092,0.019120459,0.040152964,0.068833652,0.076923077,0.153846154,0.153846154,0.230769231,0,0.023529412,0.047058824,0.117647059,298,96,204,472,28,10,0.002747253,0,0.041208791,0.041208791,-0.063186813,0.006662665,0.003121248,0.033313325,0
david-de-la-fuente,2011,16,50,0.01980198,0.03960396,0.03960396,0.138613861,0.0032,0.0176,0.0368,0.0656,0,0,0,0.0625,0,0.02,0.04,0.08,628,410,78,146,30,12,-0.038461538,0,-0.076923077,-0.076923077,-0.084134615,-0.001764706,-0.003529412,-0.018823529,0
david-de-la-fuente,2012,9,62,0.018181818,0.036363636,0.036363636,0.136363636,0.002911208,0.018922853,0.037845706,0.066957787,0,0,0,0.111111111,0,0.032258065,0.048387097,0.080645161,410,498,146,118,31,13,0,0,0,0,0.055555556,0.016129032,0.024193548,0.030707196,0
david-gaudu,2017,19,44,0,0.033333333,0.133333333,0.233333333,0.079646018,0.168141593,0.247787611,0.380530973,0,0.052631579,0.157894737,0.263157895,0.045454545,0.090909091,0.113636364,0.272727273,518,176,114,323,21,3,0,0.022727273,0.026315789,0.078947368,0.131578947,0.014204545,-0.036931818,0.011363636,0
david-gaudu,2018,21,67,0,0.039215686,0.117647059,0.176470588,0.05,0.122222222,0.188888889,0.305555556,0,0.047619048,0.095238095,0.095238095,0,0.044776119,0.089552239,0.179104478,176,213,323,292,22,4,0,-0.086206897,0.023809524,0.047619048,-0.023809524,-0.132784354,-0.21384457,-0.238033968,0
david-gaudu,2019,11,78,0,0.032258065,0.129032258,0.193548387,0.050387597,0.120155039,0.186046512,0.294573643,0,0,0.181818182,0.272727273,0.051282051,0.115384615,0.179487179,0.269230769,213,50,292,874,23,5,0,0.002913753,-0.026315789,0.011961722,0.004784689,0.012237762,0.032925408,-0.001748252,0
david-gaudu,2020,1,68,0,0.031746032,0.126984127,0.19047619,0.04601227,0.110429448,0.174846626,0.291411043,0,0,0,0,0.029411765,0.073529412,0.132352941,0.279411765,50,55,874,562,24,6,0,0.014705882,-0.023809524,-0.047619048,-0.047619048,0.014376646,0.021400351,0.050153644,1
david-kopp,2007,17,55,0.084337349,0.144578313,0.21686747,0.265060241,0.025139665,0.083798883,0.150837989,0.287709497,0,0,0.117647059,0.176470588,0.018181818,0.036363636,0.109090909,0.254545455,66,200,617,295,28,10,-0.055555556,-0.01013986,-0.055555556,-0.107843137,-0.078431373,-0.068356643,-0.060839161,-0.026573427,0
david-kopp,2008,11,37,0.074468085,0.138297872,0.20212766,0.244680851,0.02278481,0.075949367,0.136708861,0.273417722,0,0.090909091,0.090909091,0.090909091,0,0,0,0.135135135,200,436,295,137,29,11,-0.029411765,-0.0078125,-0.042780749,-0.101604278,-0.101604278,-0.0078125,-0.0234375,-0.018369932,0
david-lelay,2008,21,76,0.027027027,0.054054054,0.094594595,0.189189189,0.010714286,0.039285714,0.064285714,0.107142857,0.095238095,0.095238095,0.095238095,0.238095238,0,0.013157895,0.039473684,0.039473684,514,250,109,253,29,8,0.047619048,-0.016949153,0.047619048,-0.019047619,0.019047619,-0.027319358,-0.022636039,-0.090432649,0
david-lelay,2009,22,59,0.020833333,0.072916667,0.104166667,0.197916667,0.017699115,0.05899705,0.085545723,0.123893805,0,0.136363636,0.136363636,0.227272727,0.050847458,0.152542373,0.186440678,0.203389831,250,63,253,607,30,9,0,0.025423729,0.032467532,0.032467532,0.006493506,0.055437853,0.051553672,0.039194915,0
david-lopez,2007,10,87,0,0.025,0.05,0.05,0.003311258,0.01986755,0.033112583,0.099337748,0,0.1,0.2,0.2,0.011494253,0.068965517,0.08045977,0.183908046,572,46,98,718,26,5,0,0.005747126,0.05,0.1,0.1,0.034482759,0.040229885,0.057471264,0
david-lopez,2008,9,77,0,0.040816327,0.081632653,0.081632653,0.002638522,0.015831135,0.026385224,0.081794195,0,0.111111111,0.222222222,0.222222222,0,0,0,0.012987013,46,237,718,264,27,6,0,0,0.055555556,0.111111111,0.111111111,0,-0.016393443,-0.026293379,0
david-lopez,2009,6,77,0,0.054545455,0.090909091,0.109090909,0.002192982,0.013157895,0.021929825,0.074561404,0,0.166666667,0.166666667,0.333333333,0,0,0,0.038961039,237,303,264,191,28,7,0,-0.005747126,0.033333333,-0.016666667,0.066666667,-0.034482759,-0.040229885,-0.072473504,0
david-lopez,2010,9,70,0,0.046875,0.078125,0.09375,0.003802281,0.013307985,0.024714829,0.074144487,0,0,0,0,0.014285714,0.014285714,0.042857143,0.071428571,303,271,191,216,29,8,0,0.007142857,-0.055555556,-0.111111111,-0.111111111,0.007142857,0.021428571,0.029220779,0
david-lopez,2011,7,74,0,0.056338028,0.084507042,0.098591549,0.003333333,0.011666667,0.03,0.086666667,0,0.142857143,0.142857143,0.142857143,0,0,0.067567568,0.175675676,271,125,216,421,30,9,0,0,-0.011904762,-0.011904762,-0.095238095,0,0.033783784,0.068357318,0
david-lopez,2012,9,62,0,0.05,0.0875,0.1125,0.003021148,0.010574018,0.03021148,0.086102719,0,0,0.111111111,0.222222222,0,0,0.032258065,0.080645161,125,461,421,130,31,10,0,-0.007142857,0,0.055555556,0.111111111,-0.007142857,-0.005299539,0.004608295,0
david-lopez,2013,8,91,0,0.045454545,0.090909091,0.113636364,0.003984064,0.017264276,0.037184595,0.091633466,0,0,0.125,0.125,0.010989011,0.065934066,0.087912088,0.131868132,461,92,130,496,32,11,0,0.005494505,-0.071428571,-0.008928571,-0.008928571,0.032967033,0.01017226,-0.021903772,0
david-lopez,2014,8,83,0,0.041666667,0.083333333,0.104166667,0.003588517,0.015550239,0.033492823,0.08492823,0,0,0,0,0,0,0,0.024096386,92,349,496,176,33,12,0,0,0,-0.055555556,-0.111111111,0,-0.016129032,-0.028274388,0
david-lopez,2015,3,64,0,0.04040404,0.080808081,0.101010101,0.003333333,0.017777778,0.037777778,0.086666667,0,0,0,0,0,0.046875,0.09375,0.109375,349,359,176,185,34,13,0,-0.005494505,0,-0.0625,-0.0625,-0.009529533,0.002918956,-0.011246566,0
david-lopez,2017,5,86,0,0.035714286,0.071428571,0.089285714,0.003717472,0.017657993,0.036245353,0.079925651,0,0,0,0,0,0.011627907,0.023255814,0.023255814,533,487,110,128,36,15,0,0,0,0,0,-0.017623547,-0.035247093,-0.043059593,0
david-millar,2007,10,83,0.044776119,0.179104478,0.223880597,0.268656716,0.042513863,0.103512015,0.160813309,0.242144177,0,0,0,0,0,0,0,0,321,83,180,548,30,12,,,,,,,,,0
david-millar,2008,7,90,0.040540541,0.162162162,0.202702703,0.256756757,0.038034865,0.096671949,0.147385103,0.220285261,0,0,0,0.142857143,0.011111111,0.055555556,0.066666667,0.088888889,83,134,548,401,31,13,0,-0.005082742,0,0,0.071428571,0.01713948,0.022695035,0.023167849,0
david-millar,2009,3,94,0.038961039,0.155844156,0.194805195,0.246753247,0.034482759,0.091034483,0.139310345,0.211034483,0,0,0,0,0.010638298,0.053191489,0.085106383,0.14893617,134,151,401,356,32,14,-0.1,-0.000704947,-0.1,-0.1,-0.1,0.008523456,0.000384517,0.014227121,0
david-millar,2010,10,92,0.057471264,0.183908046,0.218390805,0.264367816,0.034271726,0.086903305,0.130966952,0.203182375,0.2,0.4,0.4,0.4,0.032608696,0.054347826,0.065217391,0.141304348,151,41,356,769,33,15,0.1,0.010748792,0.2,0.2,0.128571429,-0.000603865,-0.000724638,0.026207729,0
david-millar,2011,8,84,0.052631579,0.168421053,0.210526316,0.263157895,0.033296337,0.088790233,0.130965594,0.198668147,0,0,0.125,0.25,0.023809524,0.107142857,0.130952381,0.154761905,41,33,769,914,34,16,0,0.006585613,0,0.0625,0.125,0.026975684,0.022922999,0.002912867,0
david-millar,2012,7,67,0.049019608,0.156862745,0.196078431,0.245098039,0.032024793,0.084710744,0.123966942,0.189049587,0,0,0,0,0.014925373,0.029850746,0.029850746,0.059701493,33,299,914,201,35,17,-0.1,-0.008841661,-0.2,-0.2,-0.2,-0.01224854,-0.017683323,-0.040801428,0
david-moncoutie,2008,7,98,0.010309278,0.082474227,0.154639175,0.298969072,0.016853933,0.06741573,0.092696629,0.171348315,0,0,0,0.142857143,0.020408163,0.081632653,0.102040816,0.142857143,1205,60,27,666,33,12,0,0.010204082,0,0,0.071428571,0.040816327,0.040603741,0.040178571,0
david-moncoutie,2009,5,106,0.009803922,0.078431373,0.147058824,0.284313725,0.019559902,0.072127139,0.095354523,0.168704156,0,0,0,0,0.037735849,0.103773585,0.113207547,0.150943396,60,62,666,611,34,13,0,0.018867925,0,0,-0.166666667,0.051886792,0.056603774,0.075471698,0
david-moncoutie,2010,9,84,0.009009009,0.072072072,0.135135135,0.261261261,0.022172949,0.075388027,0.100886918,0.16962306,0,0,0,0,0.047619048,0.107142857,0.154761905,0.178571429,62,50,611,704,35,14,0,0.013605442,0,0,-0.071428571,0.012755102,0.026360544,0.017857143,0
david-moncoutie,2011,7,83,0.008474576,0.06779661,0.127118644,0.245762712,0.025380711,0.07715736,0.101522843,0.166497462,0,0,0,0,0.060240964,0.096385542,0.108433735,0.13253012,50,60,704,629,36,15,0,0.011252557,0,0,0,-0.003694021,-0.002386906,-0.009206638,0
david-zabriskie,2007,3,71,0.137931034,0.172413793,0.24137931,0.275862069,0,0.013227513,0.03968254,0.076719577,0.333333333,0.333333333,0.333333333,0.333333333,0,0.056338028,0.084507042,0.14084507,281,141,205,392,28,10,0.166666667,0,0.166666667,0.166666667,0.166666667,0.028169014,0.042253521,0.070422535,0
david-zabriskie,2008,9,38,0.131578947,0.184210526,0.236842105,0.263157895,0.004807692,0.019230769,0.048076923,0.088942308,0.111111111,0.222222222,0.222222222,0.222222222,0.052631579,0.078947368,0.131578947,0.210526316,141,194,392,303,29,11,-0.111111111,0.026315789,-0.222222222,-0.222222222,-0.222222222,0.039473684,0.065789474,0.105263158,0
david-zabriskie,2009,3,75,0.146341463,0.195121951,0.243902439,0.268292683,0.00814664,0.034623218,0.059063136,0.097759674,0.333333333,0.333333333,0.333333333,0.333333333,0.026666667,0.12,0.12,0.146666667,194,98,303,467,30,12,0,0.013333333,0,0,0,0.031830986,0.017746479,0.002910798,0
david-zabriskie,2010,2,89,0.139534884,0.186046512,0.23255814,0.279069767,0.00862069,0.04137931,0.063793103,0.106896552,0,0,0,0.5,0.011235955,0.078651685,0.08988764,0.157303371,98,141,467,353,31,13,-0.055555556,-0.020697812,-0.111111111,-0.111111111,0.138888889,-0.000147842,-0.020845653,-0.026611473,0
david-zabriskie,2011,3,71,0.152173913,0.195652174,0.239130435,0.282608696,0.012288786,0.044546851,0.067588326,0.10906298,0.333333333,0.333333333,0.333333333,0.333333333,0.042253521,0.070422535,0.098591549,0.126760563,141,270,353,219,32,14,0,0.007793427,0,0,0,-0.024788732,-0.010704225,-0.009953052,0
david-zabriskie,2012,3,77,0.163265306,0.204081633,0.244897959,0.306122449,0.01510989,0.04532967,0.065934066,0.105769231,0.333333333,0.333333333,0.333333333,0.666666667,0.038961039,0.051948052,0.051948052,0.077922078,270,227,219,267,33,15,0.166666667,0.013862542,0.166666667,0.166666667,0.083333333,-0.013351817,-0.018969794,-0.039690646,0
davide-ballerini,2018,20,67,0.021052632,0.063157895,0.084210526,0.157894737,0.016877637,0.080168776,0.135021097,0.223628692,0.1,0.2,0.25,0.3,0.014925373,0.104477612,0.134328358,0.223880597,717,122,79,460,24,6,0.05,0.007462687,0.1,0.09375,0.05625,0.025923016,-0.011783189,-0.045954438,0
davide-ballerini,2019,26,65,0.024793388,0.05785124,0.082644628,0.140495868,0.016556291,0.072847682,0.119205298,0.21192053,0.038461538,0.038461538,0.076923077,0.076923077,0.015384615,0.046153846,0.061538462,0.169230769,122,202,460,313,25,7,0.019230769,0.000339367,0.019230769,0.038461538,-0.009157509,0.008371041,0.001357466,0.018438914,0
davide-ballerini,2020,7,50,0.0234375,0.0703125,0.1015625,0.1640625,0.017045455,0.071022727,0.113636364,0.204545455,0,0.285714286,0.428571429,0.571428571,0.02,0.06,0.08,0.16,202,106,313,334,26,8,-0.05,0.002537313,0.042857143,0.089285714,0.135714286,-0.022238806,-0.027164179,-0.031940299,0
davide-cimolai,2010,15,67,0.130434783,0.130434783,0.173913043,0.304347826,0.012048193,0.048192771,0.060240964,0.096385542,0,0,0,0,0,0,0,0,833,478,45,117,21,4,,,,,,,,,0
davide-cimolai,2013,23,71,0.047619048,0.063492063,0.111111111,0.174603175,0.003649635,0.01459854,0.03649635,0.105839416,0,0.043478261,0.130434783,0.130434783,0,0,0.042253521,0.183098592,590,202,94,290,24,7,0,0,0.02173913,0.065217391,-0.00621118,0,0.021126761,0.06590827,0
davide-cimolai,2014,14,74,0.038961039,0.051948052,0.090909091,0.155844156,0.002873563,0.014367816,0.034482759,0.091954023,0,0,0,0.071428571,0,0.013513514,0.027027027,0.040540541,202,316,290,195,25,8,0,0,0,0,0.035714286,0.006756757,0.001167835,-0.016766767,0
